Tutorial Group,Group Number,Student ID,School,Name,Gender,CGPA
G-33,328,645,SBS,Xinyi Lim,Female,4.15
G-33,329,2911,CoB (NBS),Liang Wei,Male,4.08
G-33,329,3842,CCEB,Priti Singh,Female,4.03
G-33,329,3198,MAE,Raymond Tan,Male,4.22
G-33,329,1675,CCDS,Mina Qiu,Female,4.03
G-33,329,4194,EEE,Jin Hui,Male,4.09
G-33,330,19,CoB (NBS),Maya Sarin,Female,4.03
G-33,330,4754,CEE,Yu Chen,Female,3.89
G-33,330,3594,CoB (NBS),Luna Zhao,Female,4.52
G-33,330,4777,EEE,Amir Bin Jamal,Male,4.1
G-33,330,1434,CEE,Wira Bin Fadli,Male,3.85
G-34,331,2250,WKW SCI,Gina Tam,Female,3.91
G-34,331,1907,EEE,Bruno Alonzo,Male,4.26
G-34,331,4573,CEE,Ruba Khan,Female,4.12
G-34,331,5444,NIE,Frankie Yip,Male,3.88
G-34,331,1396,SBS,Tina Li,Female,4.22
G-34,332,722,SSS,Talia Wong,Female,3.91
G-34,332,4932,NIE,Nitesh Singh,Male,4.2
G-34,332,1345,EEE,Angela Lee,Female,4.14
G-34,332,4989,CCEB,Ethan Clark,Male,3.97
G-34,332,6,CoB (NBS),Ellie Stewart,Female,4.2
G-34,333,2153,SPMS,Takashi Tanaka,Male,3.97
G-34,333,3582,EEE,Sakshi Bhatia,Female,4.26
G-34,333,5851,CCEB,Li Qiang,Male,4.14
G-34,333,4368,SSS,Kaira Tan,Female,3.92
G-34,333,2860,NIE,Nathan Lee,Male,4.19
G-34,334,3875,CCDS,Mei Lin,Female,3.94
G-34,334,1624,SPMS,Aihua Li,Male,4.2
G-34,334,5046,WKW SCI,Nanami Nakamura,Female,4.12
G-34,334,864,ASE,Xiao Liu,Male,3.97
G-34,334,2969,SSS,Zai Binti Mohd,Female,4.2
G-34,335,3048,SBS,Tama Prabowo,Male,4.0
G-34,335,4919,CoB (NBS),Ivy Yu,Female,4.19
G-34,335,5564,SPMS,Owen Cox,Male,4.14
G-34,335,2629,CEE,Fiona Garcia,Female,4.01
G-34,335,101,CoE,Hao Ren,Male,4.19
G-34,336,3154,CCEB,Jessica Liu,Female,4.01
G-34,336,1069,EEE,Zhen Yang,Male,4.18
G-34,336,4843,ASE,Emily Liang,Female,4.14
G-34,336,2128,CCDS,Rizwan Ahmad,Male,4.02
G-34,336,1778,SBS,Nadia Sari,Female,4.15
G-34,337,3956,ADM,Asher Bell,Male,4.03
G-34,337,4000,CCDS,Li Wei,Female,4.17
G-34,337,739,CEE,Nash Clark,Male,4.08
G-34,337,1992,MAE,Victoria Ross,Female,4.02
G-34,337,4967,SoH,Xiang Li,Male,4.17
G-34,338,2881,EEE,Cynthia Handayani,Female,4.05
G-34,338,2635,CCDS,Jin Wei Tan,Male,4.15
G-34,338,5364,SPMS,Vanessa Lee,Female,4.1
G-34,338,429,CoB (NBS),Samuel Wang,Male,4.03
G-34,338,1587,CCEB,Aditi Reddy,Female,4.17
G-34,339,38,CoE,Liam Zhao,Male,4.04
G-34,339,2954,EEE,Rizwan Bin Mohd,Female,4.1
G-34,339,2656,CoB (NBS),Siddharth Patel,Male,4.26
G-34,339,1247,ADM,Dahlia Zhao,Female,4.06
G-34,339,3659,CCDS,Arjun Sharma,Male,4.06
G-34,340,4010,CoE,Lily Li,Female,4.08
G-34,340,232,CCEB,Hafizah Binti Mohd,Female,3.85
G-34,340,5412,CCDS,Dewi Anjani,Female,4.3
G-34,340,2003,SPMS,Matthew Morgan,Male,4.08
G-34,340,3086,NIE,Arnav Mehta,Male,3.88
G-35,341,2065,ADM,Katherine Diaz,Female,3.85
G-35,341,467,MAE,Samantha Nguyen,Female,4.22
G-35,341,3002,CEE,Sana Iyer,Female,4.12
G-35,341,2222,CoE,Talha Ali,Male,4.02
G-35,341,4521,CCEB,Laurel Wu,Female,4.22
G-35,342,5086,MSE,Isla Lin,Female,3.95
G-35,342,3711,SBS,Rohan Bhatt,Male,4.22
G-35,342,3997,EEE,Mira Wong,Female,4.12
G-35,342,2912,CCDS,Kieran Tan,Male,4.03
G-35,342,3796,SSS,Zhonghua,Female,4.2
G-35,343,4053,SSS,Gemma Lee,Female,4.0
G-35,343,3353,CoE,Zhi Qi Tan,Male,4.19
G-35,343,5467,SBS,Lily Wong,Female,4.14
G-35,343,5301,SoH,Chao Xu,Male,4.06
G-35,343,404,EEE,Mei Ling,Female,4.2
G-35,344,3720,CCDS,Shalini Gupta,Female,4.0
G-35,344,5838,EEE,Thomas Lee,Male,4.19
G-35,344,526,SPMS,Nicole Li,Female,4.14
G-35,344,1975,CoE,Bodhi Yang,Male,4.05
G-35,344,1521,SoH,Miki Suzuki,Female,4.2
G-35,345,1388,CCDS,Alina Tan,Female,4.05
G-35,345,1512,SBS,Yuan Feng,Male,4.18
G-35,345,68,SSS,Minnie Zhang,Female,4.15
G-35,345,1127,MAE,Carter Bell,Male,4.09
G-35,345,3507,CCEB,Ika Binti Jamal,Female,4.2
G-35,346,4407,ADM,Shiming,Female,4.05
G-35,346,3650,EEE,Huang Lei,Male,4.17
G-35,346,1676,SoH,Saba Qureshi,Female,4.11
G-35,346,1896,NIE,Eko Supriyanto,Male,4.09
G-35,346,5772,CCDS,Peishan,Female,4.15
G-35,347,57,CEE,Ling Xu,Female,4.06
G-35,347,1453,EEE,Taro Yamamoto,Male,4.15
G-35,347,2928,CCDS,Alyssa Ong,Female,4.12
G-35,347,3916,CoE,Luca Yang,Male,4.12
G-35,347,940,SoH,Fangzhou,Female,4.2
G-35,348,1917,CoB (NBS),Riya Joshi,Female,4.06
G-35,348,5258,CCDS,Noah Wong,Male,4.15
G-35,348,4445,MAE,Evelyn Wang,Female,4.1
G-35,348,360,EEE,Leo Tan,Male,4.12
G-35,348,4446,SSS,Elsa Binti Sulaiman,Female,4.3
G-35,349,4353,EEE,Zain Karim,Male,4.12
G-35,349,4826,MAE,Amira Khan,Female,4.08
G-35,349,5403,CoB (NBS),Isaac Robinson,Male,4.27
G-35,349,1384,CCDS,Zara Abbas,Female,4.06
G-35,349,504,CoB (NBS),Zeke Murphy,Male,4.14
G-35,350,1029,MAE,Stella Lim,Female,4.06
G-35,350,5124,EEE,Anika Patel,Female,3.85
G-35,350,773,EEE,Tran Thi Phuong,Female,4.16
G-35,350,3069,CCDS,Zhang Qiang,Male,4.13
G-35,350,4604,EEE,Jianjun,Male,3.85
G-36,351,2333,EEE,Robert Jones,Male,3.88
G-36,351,3712,CoB (NBS),Eliza Lin,Female,4.22
G-36,351,2729,CCEB,Ryder Brown,Male,4.11
G-36,351,2864,CCDS,Emily Lee,Female,3.89
G-36,351,4966,SoH,Oliver Cheng,Male,4.26
G-36,352,5933,EEE,Azlan Bin Rahim,Male,3.9
G-36,352,4493,CCDS,Hannah Moore,Female,4.21
G-36,352,2573,SoH,Benjamin Huang,Male,4.12
G-36,352,4109,SBS,Lila Chang,Female,3.9
G-36,352,2176,SPMS,Logan Kim,Male,4.26
G-36,353,1309,CoE,Benjamin Zhu,Male,4.0
G-36,353,4606,EEE,Xing Ying,Female,4.18
G-36,353,4246,CCDS,Jae-Suk Jung,Male,4.11
G-36,353,5332,CoB (NBS),Ella Lee,Female,3.91
G-36,353,5974,SPMS,Adil Patel,Male,4.15
G-36,354,2620,EEE,Chunxiu,Male,4.0
G-36,354,2202,CoB (NBS),Carmen Lim,Female,4.15
G-36,354,576,SSS,Marco Garcia,Male,4.1
G-36,354,1780,SoH,Anna Yang,Female,3.94
G-36,354,2540,CCDS,Arvind Nair,Male,4.26
G-36,355,590,SPMS,Erik Yang,Male,4.01
G-36,355,2552,EEE,Sanya Yadav,Female,4.12
G-36,355,4305,NIE,Liam Davis,Male,4.12
G-36,355,3761,CoB (NBS),Anisa Rahman,Female,3.95
G-36,355,4748,CEE,Hassan Raza,Male,4.14
G-36,356,653,CCEB,Jasper Lim,Male,4.02
G-36,356,2279,MAE,Maya Yusof,Female,4.12
G-36,356,1705,CCDS,Owen Mitchell,Male,4.09
G-36,356,916,EEE,Vikash Wang,Female,4.0
G-36,356,2021,CoB (NBS),Hugo Long,Male,4.26
G-36,357,5286,NIE,Dylan Nguyen,Male,4.04
G-36,357,5549,CCEB,Layla Hughes,Female,4.11
G-36,357,5756,CCDS,Omar Peterson,Male,4.12
G-36,357,3473,MAE,Leah Smith,Female,4.03
G-36,357,4165,EEE,Alvin Young,Male,4.18
G-36,358,3240,SoH,Bo Wen Lim,Male,4.05
G-36,358,3743,CCEB,Aisha Noor,Female,4.11
G-36,358,2042,SPMS,Kevin Ross,Male,4.09
G-36,358,1219,CCDS,Addison Cook,Female,4.0
G-36,358,4805,NIE,Chris Evans,Male,4.08
G-36,359,2299,CCDS,Nguyen Van Thanh,Male,4.05
G-36,359,672,MAE,Angelina Chang,Female,4.07
G-36,359,3451,WKW SCI,Samuel Nelson,Male,4.27
G-36,359,693,SBS,Yuki Nakamura,Female,4.03
G-36,359,2832,SPMS,Tama Prabowo,Male,4.05
G-36,360,176,MAE,Susan Tan,Female,4.03
G-36,360,4209,CCEB,Olivia Moore,Female,3.87
G-36,360,1252,SSS,Lily Zhang,Female,4.25
G-36,360,1454,SPMS,Shreyas Nair,Male,4.12
G-36,360,4115,ADM,Rakesh Pillai,Male,3.86
G-37,361,637,CoB (NBS),Zara Binti Mohd,Female,3.9
G-37,361,2891,EEE,Rajesh Yadav,Male,4.22
G-37,361,1603,SSS,Amelia Clark,Female,4.17
G-37,361,294,CEE,Logan King,Male,3.9
G-37,361,1662,CCEB,Jin Wei,Female,4.52
G-37,362,5799,MAE,Nisha Binti,Female,3.95
G-37,362,3631,WKW SCI,Zac Johnson,Male,4.19
G-37,362,3494,CoB (NBS),Nora Tan,Female,4.15
G-37,362,5590,EEE,Victor Wong,Male,4.0
G-37,362,34,MSE,Theresa Tan,Female,4.3
G-37,363,1282,MAE,Mia White,Female,4.0
G-37,363,5092,CoB (NBS),Jin Xiu Lim,Male,4.15
G-37,363,4248,MSE,Megan Tsai,Female,4.18
G-37,363,193,ASE,Gavin Wu,Male,4.02
G-37,363,2078,EEE,Amina Zainal,Female,4.23
G-37,364,1216,CCEB,Vera Kim,Female,4.02
G-37,364,3855,MAE,Gordon Ho,Male,4.17
G-37,364,2561,SBS,Nita Yuliana,Female,4.1
G-37,364,5209,EEE,Caleb Bennett,Male,4.03
G-37,364,4220,CoB (NBS),Lily Liu,Female,4.22
G-37,365,4170,SBS,Isabella Cheung,Female,4.04
G-37,365,374,SPMS,Bennett Yang,Male,4.12
G-37,365,3606,MAE,Evelyn Carter,Female,4.14
G-37,365,407,CCEB,Kellan Baker,Male,4.05
G-37,365,3887,CoB (NBS),Alya Farisha,Female,4.22
G-37,366,339,CCEB,Wenkai,Female,4.05
G-37,366,3147,CCDS,Tran Van Phuc,Male,4.11
G-37,366,4235,SSS,Willa Ford,Female,4.09
G-37,366,56,MAE,Bruno Alonzo,Male,4.0
G-37,366,2689,CoB (NBS),Neha Yadav,Female,4.2
G-37,367,4217,CoB (NBS),Ember Chen,Female,4.06
G-37,367,2306,LKCMedicine,Cameron Tan,Male,4.11
G-37,367,188,MAE,Sophie Zhao,Female,4.18
G-37,367,326,SBS,Avery Lee,Male,4.03
G-37,367,3256,CCEB,Asma Sheikh,Female,4.2
G-37,368,93,SSS,Sara Tan,Female,4.06
G-37,368,198,CCDS,Cory Tan,Male,4.1
G-37,368,5879,CoB (NBS),Kavya Joshi,Female,4.09
G-37,368,1820,SBS,Jasper Tan,Male,4.09
G-37,368,5869,SPMS,Juliet Chen,Female,4.19
G-37,369,2372,CoB (NBS),Medi Prabowo,Male,4.05
G-37,369,1582,SSS,Kavita Iyer,Female,4.09
G-37,369,1502,CoE,Dante Ong,Male,4.97
G-37,369,2375,EEE,Lisa Yang,Female,4.08
G-37,369,4960,MAE,Chengxian,Male,3.9
G-37,370,3870,CoB (NBS),Erin Zhang,Female,4.09
G-37,370,161,LKCMedicine,Min-Young Kim,Female,3.9
G-37,370,3164,CCEB,Sophia Johnson,Female,4.52
G-37,370,4722,CCDS,Benjamin Lee,Male,4.1
G-37,370,4859,CoB (NBS),Jasper Wu,Male,4.09
G-38,371,5672,CoB (NBS),Fatima Binti,Female,3.85
G-38,371,1036,CCEB,Sonia Irfan,Female,4.2
G-38,371,649,MAE,Xena Chan,Female,4.1
G-38,371,2358,SBS,Kaito Saito,Male,3.89
G-38,371,316,CCDS,Zainab Bukhari,Female,4.19
G-38,372,2608,CoB (NBS),Peyton James,Female,3.89
G-38,372,2672,CCEB,Zhi Hao Lim,Male,4.3
G-38,372,1805,CCDS,Tanya Lim,Female,4.14
G-38,372,5499,SBS,Ikram Tan,Male,4.01
G-38,372,3813,SPMS,Simran Kaur,Female,4.19
G-38,373,2850,SBS,Yuna Sato,Female,3.89
G-38,373,3376,CCDS,Andrew Wright,Male,4.22
G-38,373,3321,CCEB,Anis Binti Ahmad,Female,4.1
G-38,373,3839,ASE,Hunter Moore,Male,4.03
G-38,373,3597,CoB (NBS),Nina Singh,Female,4.2
G-38,374,5285,MAE,Sana Rani,Female,3.91
G-38,374,570,CCDS,Ulysses Ramos,Male,4.21
G-38,374,3493,CoB (NBS),Aoqin,Female,4.1
G-38,374,396,CCEB,Wyatt Price,Male,4.03
G-38,374,4941,SSS,Vera Nikitina,Female,4.15
G-38,375,4802,CoB (NBS),Sara Binti Kamar,Female,3.95
G-38,375,3373,ADM,Bhavesh Gandhi,Male,4.2
G-38,375,4481,MAE,Nisha Kaur,Female,4.08
G-38,375,1811,NIE,Marcus Chen,Male,4.06
G-38,375,1835,CCDS,Prisha Tan,Female,4.19
G-38,376,1327,CoB (NBS),Neela Joshi,Female,3.97
G-38,376,1240,WKW SCI,Benson Huang,Male,4.2
G-38,376,1358,CCDS,Zainab Rashid,Female,4.06
G-38,376,2351,ADM,Li Wei,Male,4.05
G-38,376,3294,EEE,Tingting,Female,4.15
G-38,377,3436,SPMS,Lina Binti Omar,Female,4.0
G-38,377,2623,CoB (NBS),Noah Alonzo,Male,4.19
G-38,377,3070,ADM,Layla Price,Female,4.15
G-38,377,2331,CEE,Ming Zhen Lim,Male,4.1
G-38,377,4060,CCEB,Misha Javed,Female,4.15
G-38,378,3922,SoH,Ruqaiya Ali,Female,4.0
G-38,378,5471,NIE,Stepan Aleksandrov,Male,4.18
G-38,378,1611,CCEB,Lina Zhang,Female,4.05
G-38,378,4776,CCDS,Shivam Reddy,Male,4.14
G-38,378,508,CoB (NBS),Tiantian,Female,4.1
G-38,379,655,NIE,Rishi Reddy,Male,4.14
G-38,379,4284,SSS,Ruby Chow,Female,4.03
G-38,379,1760,CCDS,Tristan Smith,Male,4.52
G-38,379,4258,SoH,Pallavi Menon,Female,4.02
G-38,379,4638,MAE,Phan Duc Minh,Male,3.87
G-38,380,3965,NIE,Prisha Singh,Female,4.01
G-38,380,3742,EEE,Nora Binti Rahman,Female,3.8
G-38,380,723,CoE,Dina Binti Omar,Female,4.25
G-38,380,3760,CoB (NBS),Jett Chen,Male,4.16
G-38,380,1307,CCDS,Tanner Pineda,Male,4.14
G-39,381,52,NIE,Saanvi Kapoor,Female,3.87
G-39,381,2634,MAE,Sariyah Binti Rahman,Female,4.2
G-39,381,5621,ASE,Hannah Wong,Female,4.08
G-39,381,5597,CoB (NBS),Rohit Sharma,Male,4.03
G-39,381,4724,SBS,Rani Kaur,Female,4.18
G-39,382,4811,EEE,Zoe Perez,Female,3.9
G-39,382,3319,SSS,Ella Harris,Female,4.18
G-39,382,977,MAE,Elena Chen,Female,4.06
G-39,382,3232,LKCMedicine,Saifullah Malik,Male,4.04
G-39,382,5689,WKW SCI,Victoria Kwan,Female,4.14
G-39,383,60,CoB (NBS),Layla Tsai,Female,3.95
G-39,383,4304,ADM,Emilia Tsang,Female,4.14
G-39,383,4133,CCEB,Pooja Bhatt,Female,4.08
G-39,383,1573,MAE,Ulysses Wong,Male,4.04
G-39,383,3657,SSS,Zara Chen,Female,4.12
G-39,384,1487,CCDS,Bingli,Female,4.0
G-39,384,3037,CCEB,Michael Nelson,Male,4.2
G-39,384,3642,SSS,Lily Wang,Female,4.05
G-39,384,3392,SPMS,Ethan Wilson,Male,4.08
G-39,384,4114,CoB (NBS),Mia Thompson,Female,4.14
G-39,385,4784,SBS,Saswati Roy,Female,4.0
G-39,385,1322,CEE,Liam Wong,Male,4.2
G-39,385,218,CoB (NBS),Tran Thi Lan,Female,4.05
G-39,385,2310,CoE,Nicolas Brown,Male,4.09
G-39,385,1070,SSS,Nadia Wong,Female,4.11
G-39,386,2502,EEE,Xiu Ying Tan,Female,4.0
G-39,386,3093,ASE,Aakash Kumar,Male,4.2
G-39,386,2497,SBS,Sofia Turner,Female,4.04
G-39,386,3598,CoB (NBS),Jinlong,Male,4.1
G-39,386,5823,LKCMedicine,Faye Wong,Female,4.11
G-39,387,2811,CCEB,Zainab Iqbal,Female,4.0
G-39,387,3132,CoB (NBS),Griffin Yang,Male,4.18
G-39,387,5506,WKW SCI,Anita Wong,Female,4.1
G-39,387,687,SBS,Freddie Chan,Male,4.08
G-39,387,5321,CCDS,Noor Fatima,Female,4.04
G-39,388,4100,MAE,Ananya Sinha,Female,4.02
G-39,388,2278,CoB (NBS),Matthew Scott,Male,4.16
G-39,388,1752,CCEB,Shan Li,Female,4.1
G-39,388,2851,SSS,Kirk Lee,Male,4.1
G-39,388,5759,NIE,Nancy Lee,Female,4.04
G-39,389,4771,CEE,Vikram Seth,Male,4.13
G-39,389,2186,CoB (NBS),Kiran Nadar,Female,4.1
G-39,389,4280,EEE,Quincy Turner,Male,4.22
G-39,389,5789,SoH,Savannah Scott,Female,4.03
G-39,389,5260,CCDS,Aman Ali,Male,4.14
G-39,390,2523,CCEB,Ariana Bennett,Female,4.04
G-39,390,1853,EEE,Xue Ling Tan,Female,3.8
G-39,390,2394,SSS,Emiko Takahashi,Female,4.26
G-39,390,1510,ASE,Alexander Black,Male,4.15
G-39,390,4185,CoE,Mukti Bin Ibrahim,Male,3.8
G-40,391,222,CEE,Wani Binti Amin,Female,3.9
G-40,391,3087,SoH,Rizal Ramadhan,Male,4.25
G-40,391,480,CCDS,Ava Martinez,Female,4.08
G-40,391,3390,CoE,Fedor Baranov,Male,3.91
G-40,391,4810,SSS,Lola Li,Female,4.52
G-40,392,2577,CEE,Felicia Tan,Female,3.92
G-40,392,3534,CoB (NBS),Elijah Turner,Male,4.25
G-40,392,5632,EEE,Daria Tan,Female,4.09
G-40,392,3394,SoH,Jacob Parker,Male,4.01
G-40,392,5390,SSS,Elena Tan,Female,4.17
G-40,393,109,CoE,Willow Chan,Female,3.93
G-40,393,5874,CCDS,Dinesh Rao,Male,4.2
G-40,393,4282,SBS,Yasmin Binti Aziz,Female,4.1
G-40,393,4482,MAE,Karim Khan,Male,4.01
G-40,393,449,CoB (NBS),Tari Hapsari,Female,4.25
G-40,394,5693,EEE,Sierra Murphy,Female,3.94
G-40,394,3270,SSS,Elliot Bautista,Male,4.17
G-40,394,5241,CoE,Duy Pham,Female,4.06
G-40,394,2992,CCEB,Chandan Sharma,Male,4.03
G-40,394,3348,CoB (NBS),Aiko Yoshikawa,Female,4.17
G-40,395,1736,CoB (NBS),Aiyun,Female,4.0
G-40,395,2789,EEE,Yuri Chekhov,Male,4.19
G-40,395,1233,CEE,Saira Bukhari,Female,4.04
G-40,395,2083,WKW SCI,Isaac Tan,Male,4.05
G-40,395,1595,SPMS,Maya Chan,Female,4.14
G-40,396,2046,CoE,Emily Wu,Female,4.02
G-40,396,155,ASE,Yogi Setiawan,Male,4.15
G-40,396,4713,CCEB,Maya Mohd,Female,4.11
G-40,396,5921,CCDS,Hudson Walker,Male,4.07
G-40,396,3172,SoH,Akiko Suzuki,Female,4.14
G-40,397,3115,EEE,Ryan Lewis,Male,4.1
G-40,397,4101,CCDS,Saira Malik,Female,4.12
G-40,397,5745,MAE,Mukesh Kumar,Male,4.14
G-40,397,2943,CoB (NBS),Indira Das,Female,4.02
G-40,397,1368,CEE,Isaac Hall,Male,4.13
G-40,398,2478,CCDS,Stella Li,Female,4.02
G-40,398,1089,MAE,Harrison Mendoza,Male,4.15
G-40,398,3146,NIE,Hua Mei,Female,4.04
G-40,398,2486,SoH,Finn Roberts,Male,4.12
G-40,398,1105,CoB (NBS),Zora Villanueva,Female,4.11
G-40,399,1988,CEE,Tam Vo,Male,4.12
G-40,399,1360,SBS,Claudia Kim,Female,4.04
G-40,399,618,MAE,Yun Ling Ng,Male,4.52
G-40,399,1523,EEE,Rita Lee,Female,4.03
G-40,399,5870,SoH,Xavier Hall,Male,4.12
G-40,400,5174,MAE,Zara Adams,Female,4.02
G-40,400,108,ADM,Jia Zhang,Female,3.9
G-40,400,2296,MAE,Tam Nguyen,Female,4.52
G-40,400,3691,CCDS,Tian Zhang,Male,4.14
G-40,400,208,CEE,Zhao Yu Tan,Male,3.9
G-41,401,3565,CoB (NBS),Riley Campbell,Female,3.89
G-41,401,4545,CCDS,Feng Gao,Male,4.25
G-41,401,3010,EEE,Ananya Verma,Female,4.12
G-41,401,3802,CoE,Shahid Waseem,Male,3.89
G-41,401,622,CEE,Ling Yu,Female,4.19
G-41,402,2627,EEE,Lana Wang,Female,3.95
G-41,402,2751,SBS,Desmond Tan,Male,4.21
G-41,402,1794,CEE,Xia Yan,Female,4.11
G-41,402,4242,SoH,Victor Leonov,Male,3.91
G-41,402,543,CCDS,Hana Kim,Female,4.26
G-41,403,4685,CCDS,Phoebe Wang,Female,3.95
G-41,403,1604,EEE,Ryoji Yamamoto,Male,4.2
G-41,403,5771,SBS,Priya Mehta,Female,4.14
G-41,403,5107,SPMS,Jayden Richardson,Male,4.04
G-41,403,147,CoB (NBS),Hilda Andayani,Female,4.2
G-41,404,970,CEE,Celeste Ong,Female,4.0
G-41,404,3660,CoB (NBS),Nikhil Joshi,Male,4.2
G-41,404,1429,EEE,Isha Rai,Female,4.11
G-41,404,3107,CCDS,Caleb Lee,Male,4.04
G-41,404,5112,MSE,Lily Roberts,Female,4.19
G-41,405,1214,EEE,Riley Brown,Male,3.94
G-41,405,318,LKCMedicine,Samia Bukhari,Female,4.17
G-41,405,2038,ADM,Tariq Bin Ali,Male,4.15
G-41,405,313,SPMS,Lina Zhao,Female,4.0
G-41,405,870,CCEB,Khairul Bin Jamil,Male,4.2
G-41,406,1209,CCDS,Farah Ali,Female,4.01
G-41,406,1249,EEE,Rishabh Sharma,Male,4.19
G-41,406,1995,CoB (NBS),Jaya Kapoor,Female,4.15
G-41,406,5877,CEE,Adeel Ahmed,Male,4.08
G-41,406,3022,MAE,Rebecca Tan,Female,4.16
G-41,407,278,MAE,Aarav Singh,Male,4.09
G-41,407,4848,CoB (NBS),Areeba Ahmad,Female,4.17
G-41,407,5716,ASE,Leo Flores,Male,4.14
G-41,407,2823,LKCMedicine,Riley Yang,Female,4.03
G-41,407,5873,CoE,Mason Garcia,Male,4.17
G-41,408,4885,MAE,Leah Wang,Female,4.03
G-41,408,1954,CEE,Vinay Nair,Male,4.15
G-41,408,4807,SoH,Yuna Lee,Female,4.1
G-41,408,3962,CCDS,Siddharth Rao,Male,4.1
G-41,408,2886,SBS,Elena Fedorova,Female,4.1
G-41,409,3487,CCEB,Min-Seok Lee,Male,4.12
G-41,409,3005,MAE,Jenna Lim,Female,4.15
G-41,409,3065,CoB (NBS),Daniel Alonzo,Male,4.14
G-41,409,5673,SSS,Xing Li,Female,4.03
G-41,409,499,CCDS,Samuel Lin,Male,4.12
G-41,410,2919,SSS,Anushka Singh,Female,4.05
G-41,410,1363,MAE,Xing Chen,Female,3.85
G-41,410,371,SPMS,Samantha Murphy,Female,4.26
G-41,410,4979,CoB (NBS),Owen Tan,Male,3.88
G-41,410,1867,MAE,Vikram Nair,Male,4.25
G-42,411,2982,SoH,Brenda Yip,Female,3.88
G-42,411,1016,CoE,James Martinez,Male,4.22
G-42,411,5154,MSE,Ava Miller,Female,4.09
G-42,411,4418,CCDS,Kevin Patel,Male,3.9
G-42,411,1870,EEE,Anushka Reddy,Female,4.52
G-42,412,4884,EEE,Sanya Sharma,Female,3.88
G-42,412,2005,CoB (NBS),Jin-Ho Park,Male,4.2
G-42,412,3936,SPMS,Nisha Reddy,Female,4.12
G-42,412,5270,MSE,Darren Lee,Male,3.93
G-42,412,1606,SSS,Sonali Singh,Female,4.27
G-42,413,2482,CCDS,Jacob Young,Male,3.95
G-42,413,5172,EEE,Jasmine Putri,Female,4.3
G-42,413,1011,SPMS,Dinesh Patil,Male,4.11
G-42,413,1691,CCEB,Ling Hua,Female,3.89
G-42,413,376,ADM,Dante Hughes,Male,4.2
G-42,414,3131,SSS,Mackenzie Dela Cruz,Female,3.93
G-42,414,4050,CCDS,Heng Yi Lim,Male,4.2
G-42,414,2836,NIE,Rina Iyer,Female,4.08
G-42,414,2237,CoE,Obi Prabowo,Male,4.0
G-42,414,782,LKCMedicine,Lola Lin,Female,4.23
G-42,415,587,CCDS,Colton Zhao,Male,4.01
G-42,415,1476,EEE,Holly Morales,Female,4.19
G-42,415,3482,SoH,Kiran Sethi,Male,4.11
G-42,415,5053,SBS,Mai Ngo,Female,4.01
G-42,415,5592,SPMS,Tristan King,Male,4.19
G-42,416,3639,CCDS,Sonia Mehta,Female,4.0
G-42,416,1588,EEE,Haruki Fujii,Male,4.18
G-42,416,2808,CCEB,Nina Morales,Female,4.15
G-42,416,1421,MAE,Ali Salam,Male,4.02
G-42,416,282,MSE,Tanvi Desai,Female,4.04
G-42,417,963,CCDS,Luca Walker,Male,4.02
G-42,417,5739,EEE,Riya Patil,Female,4.14
G-42,417,4785,CoB (NBS),Ryan Yang,Male,4.09
G-42,417,4306,SoH,Sienna Martinez,Female,4.01
G-42,417,4204,ADM,Koa Wu,Male,4.07
G-42,418,1400,SSS,Chloe Young,Female,4.03
G-42,418,3857,CCDS,Cheng Yu,Male,4.2
G-42,418,1312,CoB (NBS),Sophia Brown,Female,4.52
G-42,418,3641,MAE,Victor Parker,Male,4.02
G-42,418,1925,EEE,Ivy Lim,Female,4.03
G-42,419,5333,CCEB,Dallas Liu,Male,4.03
G-42,419,5438,CCDS,Mikayla Lin,Female,4.15
G-42,419,2626,SSS,Ian Alonzo,Male,4.52
G-42,419,3679,EEE,Grace King,Female,4.03
G-42,419,1640,MSE,Gavin White,Male,4.06
G-42,420,1758,SSS,Laila Khan,Female,4.03
G-42,420,5180,EEE,Lina Agustina,Female,3.85
G-42,420,4117,CCDS,Hina Ahmad,Female,4.17
G-42,420,5316,MAE,Suresh Iyer,Male,3.88
G-42,420,1745,CCDS,Nai Li,Male,4.19
G-43,421,3358,ASE,Isaac Green,Male,3.9
G-43,421,3385,SSS,Hui Mei,Female,4.2
G-43,421,3403,CoB (NBS),Takumi Nakamura,Male,4.08
G-43,421,2170,EEE,Rina Sharma,Female,4.02
G-43,421,2936,CCDS,David Wright,Male,4.22
G-43,422,2960,SoH,Kade Young,Male,3.92
G-43,422,1981,CoB (NBS),Ada Tan,Female,4.2
G-43,422,5969,CoE,Ke Wang,Male,4.08
G-43,422,5366,EEE,Kendra Zhao,Female,4.03
G-43,422,3110,MAE,Nugroho Setyawan,Male,4.2
G-43,423,573,SoH,Hao Zhi Lim,Male,4.0
G-43,423,2252,ADM,Yasmin Rahmadani,Female,4.15
G-43,423,4593,CoE,Ben Wong,Male,4.09
G-43,423,4824,CoB (NBS),Sophie Ong,Female,4.02
G-43,423,1737,SBS,Asim Hussain,Male,4.17
G-43,424,3173,CCEB,Koh Wei,Male,4.0
G-43,424,5978,MSE,Da Huang,Female,4.15
G-43,424,2106,CoB (NBS),Jaxon Martin,Male,4.06
G-43,424,2930,EEE,Khadija Waseem,Female,4.03
G-43,424,4271,ADM,Vincent King,Male,4.18
